study_number,original_chop_id,standardized_chop_id,block,setting,sex,sireline,days_aging,days_display,ph,ventral_color,ventral_marbling,ventral_firmness,minolta_ventral_l,minolta_ventral_a,minolta_ventral_b,chop_color,chop_marbling,chop_firmness,minolta_chop_l,minolta_chop_a,minolta_chop_b,moisture_percent,fat_percent,source_file,import_date
2108,82.0,2108B00C0082D00,,Commercial,Barrow,A,,,5.52,3.0,2.0,3.0,41.902395840896446,7.094586371090006,3.207531490047222,3.5,2.0,3.0,46.820612704299684,5.964268508101278,4.177571714182804,0.7382035477991448,0.02081812157149916,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,113.0,2108B00C0113D00,,Commercial,Barrow,A,,,5.48,3.0,3.0,4.0,47.92820501156892,8.570153402218006,6.520391412263793,3.5,2.0,3.0,48.112276198183125,9.10102890063319,6.935777788243103,0.7398167709921741,0.03681759028226462,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,121.0,2108B00C0121D00,,Commercial,Gilt,A,,,5.58,3.5,1.5,3.0,47.42002242875998,8.57709635951409,6.175294253517416,3.5,2.0,3.0,45.59308012446265,7.371773412319593,4.20777040669138,0.7482825504489911,0.027689704205915853,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,127.0,2108B00C0127D00,,Commercial,Gilt,A,,,5.7,3.5,2.0,3.0,43.16876968546458,6.5326218003510235,2.763709388876201,3.5,2.0,3.0,45.70533660882524,6.191339923858063,3.3941081184723165,0.7413192014965162,0.02025883720764833,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,130.0,2108B00C0130D00,,Commercial,Gilt,A,,,5.74,3.5,1.0,3.0,44.60068399203286,7.4820338798120005,3.6854906202475446,3.5,2.0,4.0,47.72769770763665,5.937767225718704,3.296903082155289,0.751297090578601,0.018776852678512368,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,142.0,2108B00C0142D00,,Commercial,Gilt,A,,,5.51,3.0,2.0,3.0,45.56838361815657,7.831051816098499,5.423890293002009,3.5,2.0,3.0,48.37072506594433,6.320206291883956,4.597810849620743,0.7444819360788862,0.018827703809411837,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,186.0,2108B00C0186D00,,Commercial,Barrow,B,,,5.48,3.5,2.0,4.0,51.84851584461586,10.055753390713186,7.948938408693218,3.5,2.0,3.0,51.53055997470645,8.084011049618589,5.457788654194684,0.724604984189842,0.03790005501516002,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,189.0,2108B00C0189D00,,Commercial,Barrow,B,,,5.57,3.5,3.0,3.0,48.74276071259243,7.972483057235746,6.411984346292865,3.5,2.0,3.0,49.647369365851134,6.390386121800374,4.2507731677896565,0.7387928362149135,0.023009309720708374,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,202.0,2108B00C0202D00,,Commercial,Gilt,B,,,5.53,3.0,2.0,3.0,48.35565348378118,8.342225016445992,6.093059852468574,3.5,2.0,3.0,48.767576829366845,6.5989054378114975,4.64534040833231,0.747112572848543,0.024769764404711885,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,226.0,2108B00C0226D00,,Commercial,Gilt,B,,,5.46,3.0,1.5,3.0,46.240447246892444,6.191102974929585,4.420712471631538,3.5,2.0,3.0,47.361756925484634,6.6496003468153875,4.665297725739603,0.7331306447653768,0.018435646523133842,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,232.0,2108B00C0232D00,,Commercial,Gilt,B,,,5.57,3.5,2.0,3.0,47.630182001192914,7.820060405019258,5.253652926613572,3.5,2.0,3.0,50.45710266665067,7.755702930438257,5.82257593199158,0.7404853405841709,0.018284250937983852,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,237.0,2108B00C0237D00,,Commercial,Gilt,B,,,5.58,3.0,1.5,3.0,43.66250422127768,5.381116894500881,2.8550607280066975,3.5,2.0,3.0,47.59289315787089,4.84442132129953,3.1896825683667585,0.7363216009281606,0.02457938366606907,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,3.0,2108B00C0003D00,,Commercial,Barrow,A,,,5.47,3.0,3.0,4.0,52.410106642426555,8.57590466718433,7.6163218755559425,3.5,2.5,3.0,48.79237394378832,8.427494444990524,6.087614841155964,0.73017,0.0512743453936224,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,28.0,2108B00C0028D00,,Commercial,Barrow,A,,,5.59,3.0,2.5,3.0,48.410881486257026,7.969878028015076,6.492050912534886,3.5,2.5,3.0,47.989256217358246,6.084892715098544,4.652461939549446,0.7391749609996956,0.029276637242837838,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,36.0,2108B00C0036D00,,Commercial,Barrow,A,,,5.71,4.0,2.0,3.0,45.82671552607048,8.090764256141691,4.361610663316151,3.5,2.5,3.0,49.15594745905102,7.072055158796053,3.8365588758014324,0.7414856633872123,0.0357221213833851,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,48.0,2108B00C0048D00,,Commercial,Gilt,A,,,5.53,3.5,2.5,3.0,50.89481042621024,8.409681189662289,6.463484464001978,3.5,2.5,3.0,47.93456995366594,8.504699853581709,5.561174211118969,0.7417911197760447,0.029997053589282126,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,63.0,2108B00C0063D00,,Commercial,Gilt,A,,,5.52,3.0,1.5,3.0,45.98285111562395,8.25826139879604,5.624559636288895,3.5,2.5,3.0,49.33073725998001,6.904460338696072,5.177630976465752,0.7370472869454996,0.02127419912470037,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,74.0,2108B00C0074D00,,Commercial,Gilt,A,,,5.55,3.5,2.0,3.0,51.280919527662476,9.473200837202212,7.261587778024325,3.5,2.5,3.0,51.8145915810381,9.43836180493729,6.904323927960365,0.7305686788829027,0.04754526601216917,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,111.0,2108B00C0111D00,,Commercial,Barrow,A,,,5.62,3.0,1.5,3.0,44.061785775681486,7.532953736750503,4.675226730215742,3.5,2.5,4.0,49.89513848465299,4.408480339543718,3.4070649415177012,0.747332393069918,0.015320472420684982,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,112.0,2108B00C0112D00,,Commercial,Barrow,A,,,5.65,3.5,2.0,3.0,43.41002984507104,6.996165072396254,4.176676347379848,3.5,2.5,3.0,46.23104414900842,5.759465697967647,3.5601017407439706,0.7377122239437637,0.023490261641143553,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,116.0,2108B00C0116D00,,Commercial,Barrow,A,,,5.58,3.0,2.0,3.0,49.234290868489154,5.635499606539696,5.0813765383290965,3.5,2.5,4.0,49.602668541058335,5.014264791844414,2.943151735806371,0.7390171120784292,0.02573241089224783,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,125.0,2108B00C0125D00,,Commercial,Gilt,A,,,5.56,4.0,2.0,3.0,42.05408288733607,8.415102548573472,3.9250286073932106,3.5,2.5,2.0,47.64303009482856,10.314317403344099,7.812853924232743,0.7503124081616077,0.029967916371836285,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,168.0,2108B00C0168D00,,Commercial,Barrow,B,,,5.62,4.0,2.0,3.0,48.88890180382414,6.836195379409826,5.575678325484246,3.5,2.5,3.0,50.12440311295434,6.3929516568404505,5.073245145553784,0.720801100711943,0.03307874610031197,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,185.0,2108B00C0185D00,,Commercial,Barrow,B,,,5.55,3.0,2.0,3.0,48.052727589132886,6.614417973715647,4.479729618196382,3.5,2.5,3.0,50.827305700063135,5.942063972349199,4.221422275311282,0.7263423146389979,0.04085816783317868,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,5.0,2108B00C0005D00,,Commercial,Barrow,A,,,5.57,3.5,3.0,4.0,49.24529282915455,9.260434003859508,6.520608204404876,3.5,3.0,4.0,51.989503108670135,6.140090973122847,4.5355699761316925,0.72973,0.03752905686937344,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,6.0,2108B00C0006D00,,Commercial,Barrow,A,,,5.61,3.5,3.0,3.0,50.490072177279785,9.135198226001284,7.561730797988919,3.5,3.0,3.0,50.909922118655075,8.737300845621188,6.977278703371614,0.72366,0.05296170636702347,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,16.0,2108B00C0016D00,,Commercial,Barrow,A,,,5.52,3.5,2.0,3.0,49.75584772790543,7.381501338848462,5.67146071632616,3.5,3.0,4.0,51.59666811303428,8.405203233671665,7.494120206290056,0.7251886177861779,0.04520523875238751,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,40.0,2108B00C0040D00,,Commercial,Barrow,A,,,5.52,3.5,3.0,3.0,47.60189791680798,9.661331799344753,7.041755056603871,3.5,3.0,3.0,49.837572404805144,8.96021557123139,5.970954161824649,0.7083006023805783,0.053542948424644306,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,50.0,2108B00C0050D00,,Commercial,Gilt,A,,,5.56,3.5,2.5,3.0,46.413226650514,8.217335328893515,5.213750444865384,3.5,3.0,4.0,47.94856836712064,7.791028349704465,3.8937627488589754,0.739007829765107,0.026879193624191264,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,71.0,2108B00C0071D00,,Commercial,Gilt,A,,,5.65,3.5,3.0,3.0,44.948623299754296,9.4471168416686,6.294516762741442,3.5,3.0,3.0,47.510445428233396,7.213355249661435,4.068728422449164,0.7279923368676742,0.03298354031435527,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,84.0,2108B00C0084D00,,Commercial,Barrow,A,,,5.75,3.5,2.0,3.0,49.82916893644442,6.46812899878102,5.2370566610383085,3.5,3.0,3.0,52.3043256844158,5.008190771650877,3.3705169920879907,0.7520250005942349,0.02442296015799044,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,97.0,2108B00C0097D00,,Commercial,Barrow,A,,,5.7,3.5,3.0,4.0,41.57935667142821,8.746243161304651,4.055977476040518,3.5,3.0,3.0,48.06160354872635,7.140002923769484,5.202188754068082,0.7297224088814216,0.035393676104695834,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,103.0,2108B00C0103D00,,Commercial,Barrow,A,,,5.64,3.5,3.0,4.0,48.1944488233724,7.850912606457705,5.0852557270730125,3.5,3.0,3.0,49.44148197375955,7.8474261314588345,5.182261828163326,0.7329583482759598,0.040782922372118675,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,,2108B00C306xD00,,Commercial,,,,,5.55,3.0,3.0,4.0,46.3182495637204,6.239279887206961,3.968276714192953,3.5,3.0,3.0,47.48076342434004,6.4052385214247725,3.9163004022621184,0.7371302128428256,0.021789937554474843,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,15.0,2108B00C0015D00,,Commercial,Barrow,A,,,5.53,3.0,1.0,3.0,46.94955142961153,7.893223656193216,4.603545214906024,3.0,1.0,4.0,53.897320675058566,5.215020151959237,3.6622996803997276,0.7348949609299276,0.024402697120414207,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,24.0,2108B00C0024D00,,Commercial,Barrow,A,,,5.7,3.0,1.5,3.0,46.77575495866816,7.229570762014637,4.620023354911251,3.0,1.0,3.0,49.659440225618624,7.012220932910374,5.273485324409144,0.7374644246120987,0.03269685109416876,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,26.0,2108B00C0026D00,,Commercial,Barrow,A,,,5.5,3.0,1.5,3.0,48.60468419995,8.74843388526153,6.278007694803223,3.0,1.0,3.0,50.43235404922851,6.697998272925332,4.847895793023338,0.7382578441055965,0.03447344816528249,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,27.0,2108B00C0027D00,,Commercial,Barrow,A,,,5.63,3.0,2.0,4.0,47.330638125255334,5.081853793381608,3.1214304256416137,3.0,1.0,3.0,49.915502371683544,5.276521782649701,3.895741404671438,0.7449114740744573,0.017224243793944584,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,61.0,2108B00C0061D00,,Commercial,Gilt,A,,,5.5,3.0,1.0,3.0,47.63660669651133,5.750270504451982,4.29285800975181,3.0,1.0,2.0,50.826140629094084,4.8167520806728925,3.4926632442316974,0.7465063714314623,0.012579447182142395,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,83.0,2108B00C0083D00,,Commercial,Barrow,A,,,5.46,3.0,1.5,3.0,43.16876968546458,7.056966200206682,3.6644025185637807,3.0,1.0,3.0,49.93585368407379,6.491531073161639,4.928012003731608,0.7389646474317837,0.021935572629551352,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,89.0,2108B00C0089D00,,Commercial,Gilt,B,,,5.48,3.0,1.5,4.0,46.33432236076133,6.210615459472047,4.080687457929089,3.0,1.0,3.0,52.51445311379207,5.450824678990718,4.9854055727561075,0.7310644209447746,0.023076186944481738,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,92.0,2108B00C0092D00,,Commercial,Barrow,A,,,5.43,3.0,1.5,3.0,46.765190873408656,8.01718707936594,5.550338102153662,3.0,1.0,3.0,52.19262219849786,6.376958023673662,4.289126885014016,0.7369264684967594,0.015513157044934237,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,131.0,2108B00C0131D00,,Commercial,Gilt,A,,,5.52,3.0,1.5,3.0,42.61066786180484,6.068441698273808,3.249566476136889,3.0,1.0,3.0,47.71103854600491,4.211177865554749,1.7378630082366842,0.7380746244076908,0.019135570934336273,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,146.0,2108B00C0146D00,,Commercial,Gilt,A,,,5.5,3.0,1.5,3.0,47.50786548569377,8.528970107445687,5.9713278464816,3.0,1.0,2.0,51.67741797421354,6.822721308914259,4.645382256530928,0.7412470089570389,0.02135285660960637,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,152.0,2108B00C0152D00,,Commercial,,,,,5.45,3.0,1.0,3.0,45.966595449755054,6.875971653414026,4.5699894124618945,3.0,1.0,3.0,53.10673463708737,6.067520487185451,5.2766426221729335,0.7374222084245678,0.014733713318735825,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,170.0,2108B00C0170D00,,Commercial,Barrow,B,,,5.42,3.0,1.5,3.0,52.08279658566815,7.4373543511288,5.867676743708028,3.0,1.0,3.0,53.512891022869525,7.2728463921593045,6.018479294252876,0.7328063189352296,0.029114931788026918,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,175.0,2108B00C0175D00,,Commercial,Barrow,B,,,5.49,3.0,1.0,3.0,44.30884409073875,7.041193927901146,5.19897826067004,3.0,1.0,3.0,51.7353026927899,5.115066544234937,5.1308624244862155,0.7382589311344142,0.023019649255918387,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,180.0,2108B00C0180D00,,Commercial,Barrow,B,,,5.47,3.0,1.5,3.0,49.084785648308355,6.039917050954191,5.2521562451735,3.0,1.0,3.0,50.98189953463533,5.782042939409482,3.7514037095612407,0.7280778531790868,0.02713326797516323,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,192.0,2108B00C0192D00,,Commercial,Barrow,B,,,5.46,3.0,2.0,3.0,43.03172514222793,6.435948269658431,3.699786231475244,3.0,1.0,3.0,48.57225650691731,5.7994997476635834,3.772436595737072,0.7311512430436282,0.02169433747589458,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,209.0,2108B00C0209D00,,Commercial,Gilt,B,,,5.48,3.0,2.0,3.0,48.458502296173165,6.777705975437975,5.1008649102364245,3.0,1.0,3.0,49.11179637152877,6.684778064211749,4.039924135779449,0.7413632883080392,0.01965590940432814,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,224.0,2108B00C0224D00,,Commercial,Gilt,B,,,5.4,3.0,1.0,3.0,47.6186142790859,6.23528194403189,4.002459368257916,3.0,1.0,3.0,52.091775227635125,6.5050992996220085,4.3083297885867955,0.7370585311400675,0.013917278756757795,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,231.0,2108B00C0231D00,,Commercial,Gilt,B,,,5.61,3.0,2.5,3.0,44.8644690701144,4.5785954001135165,2.7072515577294176,3.0,1.0,3.0,50.592305098641944,3.791631411755314,2.8330594777242535,0.7384604428568808,0.026628941144765005,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,234.0,2108B00C0234D00,,Commercial,Gilt,B,,,5.49,4.0,2.0,3.0,45.2801675990208,6.410573535055253,4.165149190016293,3.0,1.0,3.0,46.08425639280806,5.366461873103246,2.5254495673807886,0.7430716733074121,0.01975374039263548,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,238.0,2108B00C0238D00,,Commercial,Gilt,B,,,5.42,3.0,1.5,3.0,48.36821362569107,7.9817087907211315,5.744094037384628,3.0,1.0,3.0,50.21471600507458,7.687132976950394,5.307440014209974,0.7407271073260073,0.017793126657815635,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,240.0,2108B00C0240D00,,Commercial,Gilt,B,,,5.58,3.0,1.0,3.0,44.29167308999835,5.885774432757785,2.9842622650200656,3.0,1.0,3.0,49.18412380204259,5.060879988358414,3.576046197685545,0.7423064399280037,0.014059656517174125,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,302.0,2108B00C0302D00,,Commercial,Barrow,A,,,5.52,3.0,1.5,3.0,50.87503867449361,6.121289291406207,5.114699764264974,3.0,1.0,3.0,53.669744901365206,3.77356461065953,4.400089469276525,0.7513264342961449,0.01434359426651683,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,8.0,2108B00C0008D00,,Commercial,Barrow,A,,,5.5,3.0,2.0,4.0,46.728188541546906,5.846528762703196,4.031772625513441,3.0,1.5,3.0,49.994443168522594,4.821056757337184,4.249834426591859,0.72798,0.026961189749215415,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,18.0,2108B00C0018D00,,Commercial,Gilt,A,,,5.44,3.0,2.0,3.0,50.08868528441293,9.24745131081689,7.3675713179764735,3.0,1.5,3.0,51.40826107771599,10.654395749945422,8.44660070119203,0.7309337728097252,0.04404689198976672,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,22.0,2108B00C0022D00,,Commercial,Gilt,B,,,5.56,3.0,1.5,3.0,49.333175246968125,7.230637366329451,6.082219439344083,3.0,1.5,3.0,50.8540911277279,4.256045109243212,3.883298416001879,0.7595705179039609,0.01447408142599237,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,37.0,2108B00C0037D00,,Commercial,Barrow,A,,,5.49,3.0,2.0,3.0,49.26728562615587,6.729579671829633,4.74893854763887,3.0,1.5,3.0,54.0990793738556,6.2007499968904085,5.266653471624716,0.7398798966696327,0.02915714864175805,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,39.0,2108B00C0039D00,,Commercial,Barrow,B,,,5.56,3.5,2.5,3.0,45.96930531967802,6.055949952290252,4.189740896044181,3.0,1.5,3.0,49.70165332335817,4.661691561009262,3.559577462923058,0.73388,0.02617499999999999,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,45.0,2108B00C0045D00,,Commercial,Gilt,A,,,5.53,3.5,2.0,3.0,45.13016454899673,5.793546069356392,3.536947415121361,3.0,1.5,2.0,50.0016102453783,5.130272140514092,3.6572225720010287,0.7452710747809093,0.01897565982341688,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,59.0,2108B00C0059D00,,Commercial,Gilt,A,,,5.53,3.0,2.5,3.0,53.53334359047433,8.680756072856234,7.072140255179038,3.0,1.5,3.0,51.39337207026536,8.135568960462415,5.466406355699993,0.7373951164988346,0.029841415045491013,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,72.0,2108B00C0072D00,,Commercial,Gilt,A,,,5.58,4.0,1.0,3.0,44.86165991915986,7.962711728257965,3.8182667572885576,3.0,1.5,3.0,47.90018419768564,6.83243905626213,3.2739974405836536,0.7409573133335714,0.013314546956091845,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,88.0,2108B00C0088D00,,Commercial,Barrow,A,,,5.55,3.0,2.0,4.0,47.52463136692904,6.204971295879213,4.843207687090412,3.0,1.5,4.0,51.47575174531262,4.278812840410929,3.6189416595860724,0.7382127284517686,0.018627674290835606,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,93.0,2108B00C0093D00,,Commercial,Barrow,A,,,5.43,3.0,2.0,3.0,47.045255451813695,7.980219900959707,6.434431539558716,3.0,1.5,3.0,52.859633801931665,6.1805558916424586,5.735724198720971,0.7513223496561805,0.028539709674301805,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,105.0,2108B00C0105D00,,Commercial,Barrow,A,,,5.76,3.0,2.5,3.0,45.09115447373608,5.17956883170495,3.2953110579630573,3.0,1.5,3.0,48.58972161839469,4.2174875832377,3.351412014362798,0.7405007044476426,0.022815534012622353,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,122.0,2108B00C0122D00,,Commercial,Gilt,A,,,5.45,3.0,2.0,3.0,49.27217090204432,6.924973559693792,4.858653351578868,3.0,1.5,3.0,51.26252419673122,7.008786534736133,5.037435971348714,0.7405596267445534,0.027127374987158923,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,129.0,2108B00C0129D00,,Commercial,Gilt,A,,,5.53,3.0,1.5,3.0,49.79072573100889,5.871919236163759,5.522970429261176,3.0,1.5,3.0,51.76137522665074,3.980901051988839,3.9843174069686738,0.7380604061512619,0.017508988521377437,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,134.0,2108B00C0134D00,,Commercial,Gilt,A,,,5.65,3.5,2.0,3.0,42.6893217208843,6.337157351837819,3.0102423727764616,3.0,1.5,3.0,46.87725297540538,6.0288795026564586,3.861306158751976,0.7365247744622703,0.02879783867027598,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,141.0,2108B00C0141D00,,Commercial,Gilt,A,,,5.42,3.0,1.5,3.0,45.577990169040845,7.953985893793536,5.3295399997000725,3.0,1.5,3.0,48.70798615574026,7.434341729666505,4.857845974520347,0.7460238834819051,0.015834750613815462,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,148.0,2108B00C0148D00,,Commercial,Gilt,A,,,5.41,3.0,1.5,3.0,44.968225881596986,8.203584767162264,5.018234482632344,3.0,1.5,3.0,52.125424064515116,6.7443580090706945,5.207490405221593,0.7449625282454051,0.012174887411991697,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,150.0,2108B00C0150D00,,Commercial,Gilt,A,,,5.66,3.0,1.0,3.0,45.29124975539396,6.554319537151576,4.56612550066664,3.0,1.5,3.0,51.18999458935511,3.753560012652979,3.2130659180010124,0.7450525155732043,0.013299876806453835,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,172.0,2108B00C0172D00,,Commercial,Barrow,B,,,5.89,3.5,2.0,3.0,46.99285090960537,5.621962020796067,3.629938825815082,3.0,1.5,3.0,48.03750593276385,4.385119300974571,2.283976440578228,0.7618956732653147,0.017550353605590943,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,193.0,2108B00C0193D00,,Commercial,Barrow,B,,,5.63,3.5,1.5,3.0,46.558476479491596,5.453121060691624,3.5970355827973366,3.0,1.5,3.0,47.09887984696966,4.799180761311305,3.540109424664961,0.7425618379143835,0.024344416435917865,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,210.0,2108B00C0210D00,,Commercial,Gilt,B,,,5.41,3.0,1.5,3.0,43.593726409006216,6.109321520698985,3.2929426923541727,3.0,1.5,3.0,50.82381036527461,6.89247889764416,4.9155410601378735,0.7338663389382096,0.011404953734677535,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,212.0,2108B00C0212D00,,Commercial,Gilt,B,,,5.46,3.5,1.5,3.0,46.37981699879118,7.100857368751711,4.467041765091984,3.0,1.5,3.0,51.00392619154441,6.12619707664408,4.436560303190662,0.7357830412888107,0.020727396162489545,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,216.0,2108B00C0216D00,,Commercial,Gilt,B,,,5.57,4.0,2.0,4.0,43.796676034374286,6.628022081830998,4.215636103568643,3.0,1.5,3.0,50.763166374144504,4.180688736976467,3.7877632779691695,0.7461578759103316,0.020707706572627736,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,227.0,2108B00C0227D00,,Commercial,Gilt,B,,,5.47,3.0,1.5,3.0,47.08711644627817,6.4090653454920155,4.524256895935719,3.0,1.5,3.0,48.77377788802157,5.575611496610733,3.9676808608842595,0.7328890635753107,0.022327971693169857,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,235.0,2108B00C0235D00,,Commercial,Gilt,B,,,5.57,3.5,2.0,4.0,47.479472272661205,8.105600859535823,6.682040458127925,3.0,1.5,3.0,48.96049319353445,3.8978109539249406,2.2207160275395044,0.7387740740023178,0.02215671954100331,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,300.0,2108B00C0300D00,,Commercial,Barrow,A,,,5.53,3.0,2.0,3.0,50.013551915666994,6.8707585416996615,5.377634043831603,3.0,1.5,4.0,49.87955760374662,6.879367001476789,4.963635511227982,0.7372139977163505,0.02436197777027136,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,304.0,2108B00C0304D00,,Commercial,Barrow,A,,,5.52,3.5,1.5,2.0,44.89675568506797,7.763426669442907,5.410957444843545,3.0,1.5,3.0,48.69928667413869,6.920097411757586,4.431464603910107,0.7353366120781941,0.02641934246702509,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,305.0,2108B00C0305D00,,Commercial,Barrow,A,,,5.51,3.5,1.5,3.0,48.07047704941054,7.489120734130883,5.28828509059327,3.0,1.5,3.0,52.23287759285216,6.766242186308002,5.258797987501729,0.7447024544021715,0.018245230733950717,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,310.0,2108B00C0310D00,,Commercial,Barrow,A,,,5.42,3.0,1.5,3.0,49.12283975647112,7.299348852054466,4.925332442598607,3.0,1.5,3.0,49.833971181058516,5.0247352136326695,3.663751244396951,0.734694221602186,0.02417936965162921,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
2108,311.0,2108B00C0311D00,,Commercial,Barrow,A,,,5.42,3.0,2.0,3.0,50.994653575014226,8.17831656683432,6.045828333319481,3.0,1.5,3.0,49.367287976601304,7.9427929593842705,5.001530110629382,0.7295924870926136,0.0262553643954081,UI 21-08 Standardized Master File.xlsx,2025-11-30T13:13:39.712765
